cell_id,method,new_class_count,k_shot,receiver,seed,scenario,baseline_method,comparison_relation,old_acc_before_increment,baseline_old_acc_before_increment,delta_old_acc_before_increment,old_acc_after_increment,baseline_old_acc_after_increment,delta_old_acc_after_increment,seen_new_acc,baseline_seen_new_acc,delta_seen_new_acc,H_old_new,baseline_H_old_new,delta_H_old_new,candidate_average_forgetting,baseline_candidate_average_forgetting,delta_candidate_average_forgetting,min_old_class_acc,baseline_min_old_class_acc,delta_min_old_class_acc
rx_7_14__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,7-14,713102,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9916666666666667,0.9916666666666667,0.0,0.5166666666666667,0.8333333333333334,-0.31666666666666665,0.074,0.014,0.06,0.12945823927765238,0.02753737214791503,0.10192086712973734,0.475,0.15833333333333333,0.31666666666666665,0.0,0.0,0.0
rx_7_14__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,7-14,713102,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9916666666666667,0.9916666666666667,0.0,0.6166666666666667,1.0,-0.3833333333333333,0.062,0.002,0.06,0.11267190569744596,0.003992015968063872,0.1086798897293821,0.375,-0.008333333333333304,0.3833333333333333,0.0,1.0,-1.0
rx_7_14__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,7-14,713102,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9916666666666667,0.9916666666666667,0.0,0.11666666666666667,0.6916666666666667,-0.575,0.17,0.332,-0.162,0.13837209302325582,0.4486486486486486,-0.3102765556253928,0.875,0.30000000000000004,0.575,0.0,0.0,0.0
rx_7_14__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,7-14,713102,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9916666666666667,0.9916666666666667,0.0,0.016666666666666666,0.6083333333333333,-0.5916666666666666,0.156,0.302,-0.146,0.030115830115830116,0.4036250457707799,-0.37350921565494977,0.975,0.3833333333333334,0.5916666666666666,0.0,0.0,0.0
rx_7_14__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,7-14,713102,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9916666666666667,0.9916666666666667,0.0,0.05,0.5166666666666667,-0.46666666666666673,0.178,0.274,-0.09600000000000003,0.0780701754385965,0.3580944350758854,-0.2800242596372889,0.9416666666666667,0.475,0.4666666666666667,0.0,0.0,0.0
rx_7_14__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,7-14,713102,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9916666666666667,0.9916666666666667,0.0,0.025,0.5833333333333334,-0.5583333333333333,0.212,0.418,-0.206,0.04472573839662448,0.487017310252996,-0.4422915718563715,0.9666666666666667,0.4083333333333333,0.5583333333333333,0.0,0.0,0.0
rx_7_14__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,7-14,713102,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9916666666666667,0.9916666666666667,0.0,0.025,0.7,-0.6749999999999999,0.158,0.316,-0.158,0.04316939890710383,0.4354330708661417,-0.3922636719590379,0.9666666666666667,0.29166666666666674,0.6749999999999999,0.0,0.0,0.0
rx_7_14__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,7-14,713102,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9916666666666667,0.9916666666666667,0.0,0.0,0.475,-0.475,0.156,0.29,-0.13399999999999998,0.0,0.36013071895424836,-0.36013071895424836,0.9916666666666667,0.5166666666666667,0.475,0.0,0.0,0.0
rx_7_14__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,7-14,713102,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9916666666666667,0.9916666666666667,0.0,0.5666666666666667,0.6833333333333333,-0.1166666666666667,0.074,0.252,-0.178,0.13090530697190428,0.3682109764789736,-0.23730566950706933,0.42500000000000004,0.30833333333333335,0.1166666666666667,0.0,0.0,0.0
rx_7_14__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,7-14,713102,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9916666666666667,0.9916666666666667,0.0,0.525,0.725,-0.19999999999999996,0.062,0.184,-0.122,0.11090289608177173,0.2935093509350935,-0.18260645485332178,0.4666666666666667,0.2666666666666667,0.19999999999999996,0.0,0.0,0.0
rx_7_14__seed_713102__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,7-14,713102,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9916666666666667,0.9916666666666667,0.0,0.5416666666666666,0.7,-0.15833333333333333,0.05,0.198,-0.14800000000000002,0.09154929577464789,0.30868596881959914,-0.21713667304495127,0.45000000000000007,0.29166666666666674,0.15833333333333333,0.0,0.0,0.0
rx_7_14__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,7-14,713102,leo_clear_weak,csil_official_repo,strict_same_cell,1.0,1.0,0.0,0.0,1.0,-1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0
rx_7_14__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,7-14,713102,leo_low_elev_weak,csil_official_repo,strict_same_cell,1.0,1.0,0.0,0.08333333333333333,1.0,-0.9166666666666666,0.3333333333333333,0.0,0.3333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.9166666666666666,0.0,0.9166666666666666,0.0,1.0,-1.0
rx_7_14__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,7-14,713102,leo_rain_weak,csil_official_repo,strict_same_cell,1.0,1.0,0.0,0.0,1.0,-1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0
rx_7_14__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,7-14,713102,leo_clear_weak,csil_official_repo,strict_same_cell,1.0,1.0,0.0,0.0,1.0,-1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0
rx_7_14__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,7-14,713102,leo_low_elev_weak,csil_official_repo,strict_same_cell,1.0,1.0,0.0,0.0,1.0,-1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0
rx_7_14__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,7-14,713102,leo_rain_weak,csil_official_repo,strict_same_cell,1.0,1.0,0.0,0.0,1.0,-1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0
rx_7_14__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,7-14,713102,leo_clear_weak,csil_official_repo,strict_same_cell,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
rx_7_14__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,7-14,713102,leo_low_elev_weak,csil_official_repo,strict_same_cell,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
rx_7_14__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,7-14,713102,leo_rain_weak,csil_official_repo,strict_same_cell,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
rx_7_14__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,7-14,713102,leo_clear_weak,csil_official_repo,strict_same_cell,1.0,1.0,0.0,0.0,1.0,-1.0,0.45,0.0,0.45,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0
rx_7_14__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,7-14,713102,leo_low_elev_weak,csil_official_repo,strict_same_cell,1.0,1.0,0.0,0.0,1.0,-1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0
rx_7_14__seed_713102__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,7-14,713102,leo_rain_weak,csil_official_repo,strict_same_cell,1.0,1.0,0.0,0.0,1.0,-1.0,0.5666666666666667,0.0,0.5666666666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0
rx_7_14__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,7-14,713103,leo_clear_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,7-14,713103,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,7-14,713103,leo_rain_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,7-14,713103,leo_clear_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,7-14,713103,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,7-14,713103,leo_rain_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,7-14,713103,leo_clear_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,7-14,713103,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,7-14,713103,leo_rain_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,7-14,713103,leo_clear_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,7-14,713103,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,7-14,713103,leo_rain_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,7-14,713103,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.9833333333333333,0.9833333333333333,0.0,0.975,0.975,0.0,0.016,0.006,0.01,0.031483350151362256,0.011926605504587157,0.0195567446467751,0.008333333333333304,0.008333333333333304,0.0,0.95,0.95,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,7-14,713103,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.9833333333333333,0.9833333333333333,0.0,0.9916666666666667,0.9916666666666667,0.0,0.002,0.004,-0.002,0.003991949010399195,0.00796786072982926,-0.0039759117194300645,-0.008333333333333415,-0.008333333333333415,0.0,0.95,0.95,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,7-14,713103,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.9833333333333333,0.9833333333333333,0.0,0.9833333333333333,0.9916666666666667,-0.008333333333333415,0.01,0.01,0.0,0.019798657718120807,0.019800332778702162,-1.6750605813554975e-06,0.0,-0.008333333333333415,0.008333333333333415,0.95,0.95,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,7-14,713103,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.9833333333333333,0.9833333333333333,0.0,0.875,0.7416666666666667,0.1333333333333333,0.306,0.306,0.0,0.4534292972057578,0.43324848870505883,0.020180808500698977,0.10833333333333328,0.24166666666666659,-0.1333333333333333,0.5,0.0,0.5
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,7-14,713103,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.9833333333333333,0.9833333333333333,0.0,0.725,0.6833333333333333,0.04166666666666663,0.276,0.266,0.010000000000000009,0.3998001998001998,0.382935393258427,0.016864806541772803,0.2583333333333333,0.29999999999999993,-0.04166666666666663,0.0,0.1,-0.1
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,7-14,713103,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.9833333333333333,0.9833333333333333,0.0,0.6916666666666667,0.7166666666666667,-0.025000000000000022,0.25,0.238,0.01200000000000001,0.3672566371681416,0.35733240223463686,0.00992423493350475,0.29166666666666663,0.2666666666666666,0.025000000000000022,0.0,0.0,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,7-14,713103,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.9833333333333333,0.9833333333333333,0.0,0.43333333333333335,0.44166666666666665,-0.008333333333333304,0.402,0.374,0.028000000000000025,0.4170790103750998,0.40502656313853697,0.012052447236562847,0.5499999999999999,0.5416666666666666,0.008333333333333304,0.0,0.0,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,7-14,713103,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.9833333333333333,0.9833333333333333,0.0,0.4083333333333333,0.44166666666666665,-0.033333333333333326,0.326,0.306,0.020000000000000018,0.36255106672719023,0.36152474364690146,0.0010263230802887713,0.575,0.5416666666666666,0.033333333333333326,0.0,0.0,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,7-14,713103,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.9833333333333333,0.9833333333333333,0.0,0.525,0.5416666666666666,-0.016666666666666607,0.306,0.266,0.03999999999999998,0.3866425992779784,0.35678910441601325,0.029853494861965146,0.45833333333333326,0.44166666666666665,0.016666666666666607,0.0,0.0,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,7-14,713103,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.9833333333333333,0.9833333333333333,0.0,0.925,0.9333333333333333,-0.008333333333333304,0.202,0.216,-0.013999999999999985,0.3315882874889086,0.35081206496519723,-0.019223777476288617,0.05833333333333324,0.04999999999999993,0.008333333333333304,0.65,0.75,-0.09999999999999998
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,7-14,713103,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.9833333333333333,0.9833333333333333,0.0,0.7666666666666667,0.75,0.01666666666666672,0.156,0.168,-0.01200000000000001,0.2592485549132948,0.2745098039215686,-0.015261249008273803,0.21666666666666656,0.23333333333333328,-0.01666666666666672,0.0,0.0,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,7-14,713103,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.9833333333333333,0.9833333333333333,0.0,0.7916666666666666,0.7666666666666667,0.02499999999999991,0.16,0.162,-0.0020000000000000018,0.2661996497373029,0.2674802584350323,-0.0012806086977293907,0.19166666666666665,0.21666666666666656,-0.02499999999999991,0.0,0.0,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,7-14,713103,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9833333333333333,0.9833333333333333,0.0,0.55,0.975,-0.42499999999999993,0.082,0.006,0.076,0.14272151898734178,0.011926605504587157,0.13079491348275463,0.43333333333333324,0.008333333333333304,0.42499999999999993,0.0,0.95,-0.95
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,7-14,713103,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9833333333333333,0.9833333333333333,0.0,0.5833333333333334,0.9916666666666667,-0.4083333333333333,0.056,0.004,0.052000000000000005,0.10218978102189781,0.00796786072982926,0.09422192029206855,0.3999999999999999,-0.008333333333333415,0.4083333333333333,0.0,0.95,-0.95
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,7-14,713103,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9833333333333333,0.9833333333333333,0.0,0.44166666666666665,0.9916666666666667,-0.55,0.052,0.01,0.041999999999999996,0.09304523970290345,0.019800332778702162,0.07324490692420128,0.5416666666666666,-0.008333333333333415,0.55,0.0,0.95,-0.95
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,7-14,713103,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9833333333333333,0.9833333333333333,0.0,0.075,0.7416666666666667,-0.6666666666666667,0.156,0.306,-0.15,0.1012987012987013,0.43324848870505883,-0.3319497874063575,0.9083333333333333,0.24166666666666659,0.6666666666666667,0.0,0.0,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,7-14,713103,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9833333333333333,0.9833333333333333,0.0,0.0,0.6833333333333333,-0.6833333333333333,0.156,0.266,-0.11000000000000001,0.0,0.382935393258427,-0.382935393258427,0.9833333333333333,0.29999999999999993,0.6833333333333333,0.0,0.1,-0.1
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,7-14,713103,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9833333333333333,0.9833333333333333,0.0,0.008333333333333333,0.7166666666666667,-0.7083333333333334,0.164,0.238,-0.07399999999999998,0.015860735009671178,0.35733240223463686,-0.3414716672249657,0.975,0.2666666666666666,0.7083333333333334,0.0,0.0,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,7-14,713103,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9833333333333333,0.9833333333333333,0.0,0.075,0.44166666666666665,-0.36666666666666664,0.204,0.374,-0.17,0.1096774193548387,0.40502656313853697,-0.29534914378369825,0.9083333333333333,0.5416666666666666,0.3666666666666667,0.0,0.0,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,7-14,713103,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9833333333333333,0.9833333333333333,0.0,0.0,0.44166666666666665,-0.44166666666666665,0.178,0.306,-0.128,0.0,0.36152474364690146,-0.36152474364690146,0.9833333333333333,0.5416666666666666,0.44166666666666665,0.0,0.0,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,7-14,713103,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9833333333333333,0.9833333333333333,0.0,0.0,0.5416666666666666,-0.5416666666666666,0.194,0.266,-0.07200000000000001,0.0,0.35678910441601325,-0.35678910441601325,0.9833333333333333,0.44166666666666665,0.5416666666666666,0.0,0.0,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,7-14,713103,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9833333333333333,0.9833333333333333,0.0,0.5333333333333333,0.9333333333333333,-0.4,0.068,0.216,-0.148,0.1206208425720621,0.35081206496519723,-0.23019122239313514,0.44999999999999996,0.04999999999999993,0.4,0.0,0.75,-0.75
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,7-14,713103,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9833333333333333,0.9833333333333333,0.0,0.5583333333333333,0.75,-0.19166666666666665,0.064,0.168,-0.10400000000000001,0.11483663631494374,0.2745098039215686,-0.15967316760662487,0.42499999999999993,0.23333333333333328,0.19166666666666665,0.0,0.0,0.0
rx_7_14__seed_713103__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,7-14,713103,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.9833333333333333,0.9833333333333333,0.0,0.575,0.7666666666666667,-0.19166666666666676,0.044,0.162,-0.11800000000000001,0.08174474959612277,0.2674802584350323,-0.18573550883890955,0.4083333333333333,0.21666666666666656,0.19166666666666676,0.0,0.0,0.0
rx_7_14__seed_713103__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,7-14,713103,leo_clear_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,7-14,713103,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,0.21666666666666667,0.0,0.21666666666666667,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
rx_7_14__seed_713103__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,7-14,713103,leo_rain_weak,csil_official_repo,strict_same_cell,0.9916666666666667,0.9916666666666667,0.0,0.0,0.9916666666666667,-0.9916666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.9916666666666667,0.0,0.9916666666666667,0.0,0.95,-0.95
